tss,chromosome,tss_pos,promoter,enhancer,e_count
NR_038426,chr1,234667525,chr1:234666525-234668525,NA,0
NR_038827;NR_038828,chr1,47139707,chr1:47138707-47140707,NA,0
NR_038842,chr1,37940044,chr1:37939044-37941044,NA,0
NR_038845,chr1,219347130,chr1:219346130-219348130,NA,0
NR_038846,chr1,113748875,chr1:113747875-113749875,NA,0
NR_038849,chr1,159931013,chr1:159930013-159932013,NA,0
NR_038856,chr1,234859788,chr1:234858788-234860788,NA,0
NR_038869,chr1,1072396,chr1:1071396-1073396,NA,0
NR_038914,chr1,101112560,chr1:101111560-101113560,NA,0
NR_038928,chr1,38680439,chr1:38679439-38681439,NA,0
NR_038951;NR_038952,chr1,112282462,chr1:112281462-112283462,NA,0
NR_038953,chr1,53704281,chr1:53703281-53705281,NA,0
NR_039604,chr1,98510907,chr1:98509907-98511907,NA,0
NR_039612,chr1,5624130,chr1:5623130-5625130,NA,0
NR_039613,chr1,22592731,chr1:22591731-22593731,NA,0
NR_039614,chr1,23384427,chr1:23383427-23385427,NA,0
NR_039615,chr1,24255559,chr1:24254559-24256559,NA,0
NR_039616,chr1,31212079,chr1:31211079-31213079,NA,0
NR_039617,chr1,51525508,chr1:51524508-51526508,NA,0
NR_039618,chr1,55691313,chr1:55690313-55692313,NA,0
NR_039619,chr1,85599476,chr1:85598476-85600476,NA,0
NR_039620,chr1,95211456,chr1:95210456-95212456,NA,0
NR_039622,chr1,178646883,chr1:178645883-178647883,NA,0
NR_039623,chr1,25349993,chr1:25348993-25350993,NA,0
NR_039624,chr1,55461299,chr1:192684457-192686457,NA,0
NR_039624,chr1,61089670,chr1:192684457-192686457,NA,0
NR_039624,chr1,192685457,chr1:192684457-192686457,NA,0
NR_039625,chr1,233759897,chr1:233758897-233760897,NA,0
NR_039626,chr1,237634418,chr1:237633418-237635418,NA,0
NR_039659,chr1,6677031,chr1:229309548-229311548,NA,0
NR_039659,chr1,7269467,chr1:229309548-229311548,NA,0
NR_039659,chr1,12667970,chr1:229309548-229311548,NA,0
NR_039659,chr1,92079902,chr1:229309548-229311548,NA,0
NR_039659,chr1,109113629,chr1:229309548-229311548,NA,0
NR_039659,chr1,135637544,chr1:229309548-229311548,NA,0
NR_039659,chr1,164014780,chr1:229309548-229311548,NA,0
NR_039659,chr1,229310548,chr1:229309548-229311548,NA,0
NR_039768,chr1,17604383,chr1:17603383-17605383,NA,0
NR_039775,chr1,12251769,chr1:12250769-12252769,NA,0
NR_039798,chr1,162126896,chr1:162125896-162127896,NA,0
NR_039812,chr1,228649774,chr1:228648774-228650774,NA,0
NR_039818,chr1,234442212,chr1:234441212-234443212,NA,0
NR_039824,chr1,243509477,chr1:243508477-243510477,NA,0
NR_039832,chr1,23046009,chr1:23045009-23047009,NA,0
NR_039838,chr1,5922801,chr1:5921801-5923801,NA,0
NR_039844,chr1,19209769,chr1:19208769-19210769,NA,0
NR_039861,chr1,60198968,chr1:60197968-60199968,NA,0
NR_039888,chr1,196551611,chr1:196550611-196552611,NA,0
NR_039896,chr1,224586013,chr1:224585013-224587013,NA,0
NR_039908,chr1,235353431,chr1:235352431-235354431,NA,0
NR_039942,chr1,54519751,chr1:54518751-54520751,NA,0
NR_039957,chr1,65045529,chr1:65044529-65046529,NA,0
NR_039970,chr1,48344528,chr1:53399601-53401601,NA,0
NR_039970,chr1,53400601,chr1:53399601-53401601,NA,0
NR_039971,chr1,53394345,chr1:53393345-53395345,NA,0
NR_039972,chr1,53405985,chr1:53404985-53406985,NA,0
NR_039973,chr1,16197643,chr1:16196643-16198643;chr1:235675124-235677124,NA,0
NR_039973,chr1,79741905,chr1:16196643-16198643;chr1:235675124-235677124,NA,0
NR_039973,chr1,235676124,chr1:16196643-16198643;chr1:235675124-235677124,NA,0
NR_039983,chr1,140566,chr1:139566-141566,NA,0
NR_040002,chr1,246687589,chr1:246686589-246688589,NA,0
NR_040063,chr1,183441117,chr1:183440117-183442117,NA,0
NR_040064,chr1,200342920,chr1:200341920-200343920,NA,0
NR_040065,chr1,4000671,chr1:3999671-4001671,NA,0
NR_040073,chr1,198906558,chr1:198905558-198907558,NA,0
NR_040077,chr1,68297970,chr1:68296970-68298970,NA,0
NR_040772,chr1,155023641,chr1:155022641-155024641,NA,0
NR_040773,chr1,155036467,chr1:155035467-155037467,NA,0
NR_045407;NR_045408;NR_045409;NR_144360,chr1,24828872,chr1:24827872-24829872,NA,0
NR_045483,chr1,46899498,chr1:46898498-46900498,NA,0
NR_045484,chr1,85742040,chr1:85741040-85743040,NA,0
NR_046018,chr1,11873,chr1:10873-12873,NA,0
NR_046088,chr1,98676266,chr1:98675266-98677266,NA,0
NR_046097,chr1,205831206,chr1:205830206-205832206,NA,0
NR_046105,chr1,98515249,chr1:98514249-98516249,NA,0
NR_046189,chr1,214098091,chr1:214097091-214099091,NA,0
NR_046213,chr1,203699704,chr1:203698704-203700704,NA,0
NR_046217,chr1,71547006,chr1:71546006-71548006,NA,0
NR_046218,chr1,72302695,chr1:72301695-72303695,NA,0
NR_046228,chr1,142713605,chr1:142712605-142714605,NA,0
NR_046249,chr1,181205523,chr1:181204523-181206523,NA,0
NR_046268,chr1,218519020,chr1:218518020-218520020,NA,0
NR_046325;NR_046326,chr1,202780073,chr1:202779073-202781073,NA,0
NR_046405;NR_046406,chr1,52521843,chr1:52520843-52522843,NA,0
NR_046474,chr1,27481621,chr1:27480621-27482621,NA,0
NR_046507,chr1,20978686,chr1:20977686-20979686,NA,0
NR_046546,chr1,110752609,chr1:110751609-110753609,NA,0
NR_046582,chr1,240063172,chr1:240062172-240064172,NA,0
NR_046590,chr1,97561478,chr1:97560478-97562478,NA,0
NR_046591,chr1,98262476,chr1:98261476-98263476,NA,0
NR_046600,chr1,11203954,chr1:11202954-11204954,NA,0
NR_046619,chr1,112452278,chr1:112451278-112453278,NA,0
NR_046653,chr1,108507064,chr1:108506064-108508064,NA,0
NR_046659,chr1,35831678,chr1:35830678-35832678,NA,0
NR_046668,chr1,154526084,chr1:154525084-154527084,NA,0
NR_046696,chr1,201798687,chr1:201797687-201799687,NA,0
NR_046744,chr1,43914315,chr1:43913315-43915315,NA,0
NR_046780,chr1,119911568,chr1:119910568-119912568,NA,0
NR_046783,chr1,112399527,chr1:112398527-112400527,NA,0
NR_046784,chr1,211306716,chr1:211305716-211307716,NA,0
NR_046817;NR_110056,chr1,44709955,chr1:44708955-44710955,NA,0
NR_046839,chr1,49937757,chr1:49936757-49938757,NA,0
NR_046845,chr1,171833331,chr1:171832331-171834331,NA,0
NR_046901,chr1,221053482,chr1:221052482-221054482,NA,0
NR_047498,chr1,47644921,chr1:47643921-47645921,NA,0
NR_047519;NR_047521;NR_047523;NR_047524;NR_047526,chr1,762970,chr1:761970-763970,NA,0
NR_047525,chr1,763177,chr1:762177-764177,NA,0
NR_048550,chr1,218066241,chr1:218065241-218067241,NA,0
NR_049741;NR_049742,chr1,115323308,chr1:115322308-115324308,NA,0
NR_049760,chr1,109400864,chr1:109399864-109401864,NA,0
NR_049764,chr1,224301788,chr1:224300788-224302788,NA,0
NR_049806,chr1,228129384,chr1:228128384-228130384,NA,0
NR_049810,chr1,147806678,chr1:147805678-147807678,NA,0
NR_049819,chr1,161196975,chr1:161195975-161197975,NA,0
NR_049823,chr1,201688635,chr1:201687635-201689635,NA,0
NR_049844,chr1,37966595,chr1:37965595-37967595,NA,0
NR_049849,chr1,45011164,chr1:45010164-45012164,NA,0
NR_049850,chr1,32552549,chr1:32551549-32553549,NA,0
NR_049854,chr1,171070879,chr1:171069879-171071879,NA,0
NR_049882,chr1,10027438,chr1:10026438-10028438,NA,0
NR_049883,chr1,154077068,chr1:154076068-154078068,NA,0
NR_051960,chr1,150488232,chr1:150487232-150489232,NA,0
NR_052852,chr1,32801840,chr1:32800840-32802840,NA,0
NR_073071,chr1,110577222,chr1:110576222-110578222,NA,0
NR_073074,chr1,155247217,chr1:155246217-155248217,NA,0
NR_073154,chr1,228401365,chr1:228400365-228402365,NA,0
NR_073155,chr1,228401356,chr1:228400356-228402356,NA,0
NR_073400,chr1,62119913,chr1:62118913-62120913,NA,0
NR_073493,chr1,145516630,chr1:145515630-145517630,NA,0
NR_073544,chr1,179335106,chr1:179334106-179336106,NA,0
NR_073562,chr1,76251878,chr1:76250878-76252878,NA,0
NR_077244,chr1,89756045,chr1:89755045-89757045,NA,0
NR_077246,chr1,19934300,chr1:19933300-19935300,NA,0
NR_102697,chr1,110950430,chr1:110949430-110951430,NA,0
NR_103460,chr1,154164543,chr1:154163543-154165543,NA,0
NR_103466,chr1,146585928,chr1:146584928-146586928,NA,0
NR_103473,chr1,59762683,chr1:59761683-59763683,NA,0
NR_103534,chr1,6296299,chr1:6295299-6297299,NA,0
NR_103535,chr1,78355224,chr1:78354224-78356224,NA,0
NR_103536,chr1,752750,chr1:751750-753750,NA,0
NR_103539,chr1,228352549,chr1:228351549-228353549,NA,0
NR_103540,chr1,228353213,chr1:228352213-228354213,NA,0
NR_103541,chr1,54702115,chr1:54701115-54703115,NA,0
NR_103561,chr1,151990753,chr1:151989753-151991753,NA,0
NR_103743;NR_103744,chr1,113499036,chr1:113498036-113500036,NA,0
NR_103746,chr1,113393265,chr1:113392265-113394265,NA,0
NR_103757,chr1,203320557,chr1:203319557-203321557,NA,0
NR_103776,chr1,239882419,chr1:239881419-239883419,NA,0
NR_103777,chr1,113615724,chr1:113614724-113616724,NA,0
NR_103778,chr1,152285934,chr1:152284934-152286934,NA,0
NR_103779,chr1,152309543,chr1:152308543-152310543,NA,0
NR_103783,chr1,205425214,chr1:205424214-205426214,NA,0
NR_103784,chr1,226862769,chr1:226861769-226863769,NA,0
NR_103845,chr1,145715639,chr1:145714639-145716639,NA,0
NR_103870;NR_103871,chr1,146644168,chr1:146643168-146645168,NA,0
NR_104033,chr1,145515745,chr1:145514745-145516745,NA,0
NR_104034,chr1,145515899,chr1:145514899-145516899,NA,0
NR_104086,chr1,147994145,chr1:147993145-147995145;chr1:149513256-149515256,NA,0
NR_104086,chr1,149514256,chr1:147993145-147995145;chr1:149513256-149515256,NA,0
NR_104091,chr1,169056243,chr1:169055243-169057243,NA,0
NR_104131,chr1,95285837,chr1:95284837-95286837,NA,0
NR_104133,chr1,150547028,chr1:150546028-150548028,NA,0
NR_104171,chr1,43323292,chr1:43322292-43324292,NA,0
NR_104175,chr1,182283196,chr1:182282196-182284196,NA,0
NR_104180,chr1,61719190,chr1:61718190-61720190,NA,0
NR_104189,chr1,121139765,chr1:121138765-121140765,NA,0
NR_104217,chr1,145289769,chr1:145288769-145290769;chr1:145826204-145828204;chr1:149108725-149110725,NA,0
NR_104217,chr1,145827204,chr1:145288769-145290769;chr1:145826204-145828204;chr1:149108725-149110725,NA,0
NR_104217,chr1,149109725,chr1:145288769-145290769;chr1:145826204-145828204;chr1:149108725-149110725,NA,0
NR_104294,chr1,163392981,chr1:163391981-163393981,NA,0
NR_104362;NR_104363;NR_104364;NR_104365,chr1,58326214,chr1:58325214-58327214,NA,0
NR_104620,chr1,6784804,chr1:6783804-6785804,NA,0
NR_104621,chr1,6787586,chr1:6786586-6788586,NA,0
NR_104622,chr1,9489055,chr1:9488055-9490055,NA,0
NR_104623,chr1,9488975,chr1:9487975-9489975,NA,0
NR_104624,chr1,11669587,chr1:11668587-11670587,NA,0
NR_104626,chr1,101702084,chr1:101701084-101703084,NA,0
NR_106716,chr1,63792655,chr1:63791655-63793655,NA,0
NR_106727,chr1,44304293,chr1:44303293-44305293,NA,0
NR_106732,chr1,20960171,chr1:20959171-20961171,NA,0
NR_106742,chr1,22959859,chr1:22958859-22960859,NA,0
NR_106754,chr1,51525689,chr1:51524689-51526689,NA,0
NR_106781,chr1,567793,chr1:566793-568793,NA,0
NR_106784,chr1,1231550,chr1:1230550-1232550,NA,0
NR_106785,chr1,1247946,chr1:1246946-1248946,NA,0
NR_106786,chr1,8926649,chr1:8925649-8927649,NA,0
NR_106787,chr1,12089214,chr1:12088214-12090214,NA,0
NR_106788,chr1,12639051,chr1:12638051-12640051,NA,0
NR_106788,chr1,94309676,chr1:12638051-12640051,NA,0
NR_106789,chr1,25245907,chr1:25244907-25246907,NA,0
NR_106790,chr1,37945830,chr1:37944830-37946830,NA,0
NR_106791,chr1,43637383,chr1:43636383-43638383,NA,0
NR_106792,chr1,43830386,chr1:43829386-43831386,NA,0
NR_106793,chr1,43914209,chr1:43913209-43915209,NA,0
NR_106794,chr1,145584422,chr1:145583422-145585422,NA,0
NR_106795,chr1,153934896,chr1:153933896-153935896,NA,0
NR_106796,chr1,155921127,chr1:155920127-155922127,NA,0
NR_106797,chr1,201832500,chr1:201831500-201833500,NA,0
NR_106798,chr1,201972251,chr1:201971251-201973251,NA,0
NR_106799,chr1,226109842,chr1:226108842-226110842,NA,0
NR_106800,chr1,228584810,chr1:228583810-228585810,NA,0
NR_106866,chr1,1275088,chr1:1274088-1276088,NA,0
NR_106918;NR_107062;NR_107063;NR_128720,chr1,17436,chr1:16436-18436,NA,0
NR_106918;NR_107062;NR_107063;NR_128720,chr1,67119,chr1:16436-18436,NA,0
NR_106918;NR_107062;NR_107063;NR_128720,chr1,102513726,chr1:16436-18436,NA,0
NR_106919,chr1,206648145,chr1:206647145-206649145,NA,0
NR_106938,chr1,150464820,chr1:150463820-150465820,NA,0
NR_106967,chr1,143672920,chr1:143671920-143673920;chr1:147859433-147861433,NA,0
NR_106967,chr1,147860433,chr1:143671920-143673920;chr1:147859433-147861433,NA,0
NR_106978,chr1,77525827,chr1:77524827-77526827,NA,0
NR_106988,chr1,328026,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,4428235,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,13199124,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,28387966,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,30596189,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,34802422,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,41152089,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,56963594,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,68776418,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,76070551,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,93179739,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,104519052,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,107092715,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,110074419,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,124506393,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,153741611,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,165823089,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228746094,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228748335,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228750576,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228752817,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228755058,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228757273,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228759493,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228761735,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228779635,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_106988,chr1,228781866,chr1:228745094-228747094;chr1:228747335-228749335;chr1:228749576-228751576;chr1:228751817-228753817;chr1:228754058-228756058;chr1:228756273-228758273;chr1:228758493-228760493;chr1:228760735-228762735;chr1:228778635-228780635;chr1:228780866-228782866,NA,0
NR_107000,chr1,12226999,chr1:12225999-12227999,NA,0
NR_107006,chr1,108439844,chr1:108438844-108440844,NA,0
NR_107010,chr1,86823370,chr1:86822370-86824370,NA,0
NR_107050,chr1,153662269,chr1:153661269-153663269,NA,0
NR_108042,chr1,111032880,chr1:111031880-111033880,NA,0
NR_109781,chr1,24882515,chr1:24881515-24883515,NA,0
NR_109845,chr1,111216076,chr1:111215076-111217076,NA,0
NR_109846,chr1,111214397,chr1:111213397-111215397,NA,0
NR_109849,chr1,101491401,chr1:101490401-101492401,NA,0
NR_110078,chr1,20512979,chr1:20511979-20513979,NA,0
NR_110434;NR_110435,chr1,100731730,chr1:100730730-100732730,NA,0
NR_110451,chr1,55505894,chr1:55504894-55506894,NA,0
NR_110525,chr1,198988093,chr1:198987093-198989093,NA,0
NR_110613,chr1,222763261,chr1:222762261-222764261,NA,0
NR_110614,chr1,222763300,chr1:222762300-222764300,NA,0
NR_110616,chr1,23612011,chr1:23611011-23613011,NA,0
NR_110617;NR_110618,chr1,61436448,chr1:61435448-61437448,NA,0
NR_110621;NR_110622,chr1,95975671,chr1:95974671-95976671,NA,0
NR_110626,chr1,59486147,chr1:59485147-59487147,NA,0
NR_110627,chr1,60238466,chr1:60237466-60239466,NA,0
NR_110628,chr1,61291256,chr1:61290256-61292256,NA,0
NR_110630,chr1,229644176,chr1:229643176-229645176,NA,0
NR_110632,chr1,83450605,chr1:83449605-83451605,NA,0
