enhancer,tss,gene
chr1:31223594-31223943,NM_006762,LAPTM5
chr1:31227443-31228328,NM_006762,LAPTM5
chr1:31232736-31232923,NM_006762,LAPTM5
chr1:31232736-31232923,NM_001020658;NM_014676,PUM1
chr1:31233848-31234393,NM_006762,LAPTM5
chr1:31238817-31239233,NM_006762,LAPTM5
chr1:31241795-31242280,NM_006762,LAPTM5
chr1:3133891-3134283,NM_022114;NM_199454,PRDM16
chr1:3136013-3136207,NM_014448,ARHGEF16
chr1:3136013-3136207,NM_022114;NM_199454,PRDM16
chr1:31602770-31603168,NM_024522,NKAIN1
chr1:31627566-31627958,NM_001525,HCRTR1
chr1:31627566-31627958,NM_024522,NKAIN1
chr1:31627566-31627958,NM_014654,SDC3
chr1:31956203-31956482,NM_012392,PEF1
chr1:31976608-31977048,NM_001020658;NM_014676,PUM1
chr1:32166698-32166999,NM_001856,COL16A1
chr1:32180603-32180986,NM_001856,COL16A1
chr1:32180603-32180986,NM_012392,PEF1
chr1:32180603-32180986,NM_144569,SPOCD1
chr1:32250836-32250955,NM_001160042;NM_018134,IQCC
chr1:32253647-32254040,NM_005356,LCK
chr1:32314121-32314597,NM_001042771,LCK
chr1:3231556-3231634,NM_022114;NM_199454,PRDM16
chr1:3232812-3232866,NM_022114;NM_199454,PRDM16
chr1:32354934-32355150,NM_005356,LCK
chr1:32354934-32355150,NM_012392,PEF1
chr1:32354934-32355150,NM_001195100;NM_001195101;NM_080391,PTP4A2
chr1:32420307-32420572,NM_012392,PEF1
chr1:32420307-32420572,NM_001195100;NM_001195101;NM_080391,PTP4A2
chr1:32420307-32420572,NM_019118,TMEM234
chr1:32421622-32422096,NM_006559,KHDRBS1
chr1:32421622-32422096,NM_023009,MARCKSL1
chr1:32421622-32422096,NM_012392,PEF1
chr1:32421622-32422096,NM_001195100;NM_001195101;NM_080391,PTP4A2
chr1:32423598-32423720,NM_080391,PTP4A2
chr1:32656692-32656709,NM_001040441,ZBTB8A
chr1:3267475-3267612,NM_022114;NM_199454,PRDM16
chr1:32729476-32729672,NM_001143888;NM_001143889;NM_001143890;NM_018045,BSDC1
chr1:32729476-32729672,NM_005356,LCK
chr1:32732571-32732683,NM_005356,LCK
chr1:32803558-32803627,NM_001195100;NM_001195101;NM_080391,PTP4A2
chr1:32805161-32805466,NM_006559,KHDRBS1
chr1:32805161-32805466,NM_023009,MARCKSL1
chr1:32805161-32805466,NM_080391,PTP4A2
chr1:3290271-3290590,NM_022114;NM_199454,PRDM16
chr1:32966228-32966602,NM_032648,FAM167B
chr1:32966228-32966602,NM_001198972;NM_001198973,KIAA1522
chr1:32966228-32966602,NM_023009,MARCKSL1
chr1:32966228-32966602,NM_001040441,ZBTB8A
chr1:32966228-32966602,NM_001145720,ZBTB8B
chr1:3297180-3297261,NM_022114;NM_199454,PRDM16
chr1:33077721-33078012,NM_001171940;NM_153756,FNDC5
chr1:33082385-33082406,NM_001040441,ZBTB8A
chr1:33082385-33082406,NM_001145720,ZBTB8B
chr1:3309990-3310261,NM_022114;NM_199454,PRDM16
chr1:33182280-33182513,NM_020888,KIAA1522
chr1:33202470-33202806,NM_020888,KIAA1522
chr1:33202470-33202806,NM_001135255;NM_005610;NM_001135256,RBBP4
chr1:33202470-33202806,NM_178547,ZBTB8OS
chr1:33225777-33226084,NM_020888,KIAA1522
chr1:33225777-33226084,NM_033504,TMEM54
chr1:33226574-33226719,NM_020888,KIAA1522
chr1:33226574-33226719,NM_033504,TMEM54
chr1:33373602-33373851,NM_001127361;NM_153341,RNF19B
chr1:33378487-33378646,NM_001127361;NM_153341,RNF19B
chr1:33405191-33405597,NM_001127361;NM_153341,RNF19B
chr1:33427851-33428169,NM_004427,PHC2
chr1:33427851-33428169,NM_001127361;NM_153341,RNF19B
chr1:33433896-33434020,NM_001127361;NM_153341,RNF19B
chr1:33438571-33438703,NM_052998,ADC
chr1:33438571-33438703,NM_001198972;NM_001198973,KIAA1522
chr1:33446816-33447482,NM_001127361;NM_153341,RNF19B
chr1:33447667-33447707,NM_001127361;NM_153341,RNF19B
chr1:33448758-33448929,NM_001127361;NM_153341,RNF19B
chr1:33450112-33450483,NM_001127361;NM_153341,RNF19B
chr1:33450600-33450837,NM_001127361;NM_153341,RNF19B
chr1:33454783-33455472,NM_001127361;NM_153341,RNF19B
chr1:33457406-33457727,NM_001127361;NM_153341,RNF19B
chr1:33457914-33458607,NM_001127361;NM_153341,RNF19B
chr1:33458800-33459074,NM_001127361;NM_153341,RNF19B
chr1:33463131-33463490,NM_001127361;NM_153341,RNF19B
chr1:33463690-33463885,NM_004427,PHC2
chr1:33463690-33463885,NM_001127361;NM_153341,RNF19B
chr1:33511476-33511644,NM_004427,PHC2
chr1:33511476-33511644,NM_001127361;NM_153341,RNF19B
chr1:33515825-33516245,NM_001127361;NM_153341,RNF19B
chr1:33593963-33594340,NM_018207,TRIM62
chr1:33622437-33622835,NM_004427,PHC2
chr1:33622437-33622835,NM_018207,TRIM62
chr1:33645848-33646140,NM_002143,HPCA
chr1:33645848-33646140,NM_004427,PHC2
chr1:33645848-33646140,NM_018207,TRIM62
chr1:33716636-33716974,NM_001198972;NM_001198973,KIAA1522
chr1:33804359-33804743,NM_004427,PHC2
chr1:33804359-33804743,NM_001127361;NM_153341,RNF19B
chr1:33804359-33804743,NM_018207,TRIM62
chr1:33829513-33829825,NM_001171941,FNDC5
chr1:33829513-33829825,NM_145238,ZSCAN20
chr1:33926622-33926854,NM_001127361;NM_153341,RNF19B
chr1:34130973-34131088,NM_152493,ZNF362
chr1:34368889-34369151,NM_145205,HMGB4
chr1:34462454-34462825,NM_052896,CSMD2
chr1:34462454-34462825,NM_145205,HMGB4
chr1:3463934-3464260,NM_014448,ARHGEF16
chr1:3514172-3514403,NM_001409,MEGF6
chr1:3514172-3514403,NM_001204192,TP73
chr1:35389087-35389416,NM_001080418,DLGAP3
chr1:3573384-3573559,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427,TP73
chr1:3573384-3573559,NM_017818,WRAP73
chr1:35811471-35811605,NM_005066,SFPQ
chr1:3581269-3581645,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427,TP73
chr1:3581269-3581645,NM_017818,WRAP73
chr1:3582035-3582407,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427,TP73
chr1:3582035-3582407,NM_017818,WRAP73
chr1:3590266-3590494,NM_207356,C1orf174
chr1:3590266-3590494,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427,TP73
chr1:3590266-3590494,NM_017818,WRAP73
chr1:3594206-3594277,NM_001409,MEGF6
chr1:3594206-3594277,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427;NM_001204192,TP73
chr1:3594206-3594277,NM_017818,WRAP73
chr1:35953903-35954237,NM_024852;NM_177422,EIF2C3
chr1:35953903-35954237,NM_005066,SFPQ
chr1:3609276-3609439,NM_014704,CEP104
chr1:3609276-3609439,NM_004402,DFFB
chr1:3609276-3609439,NM_001204184;NM_001204185;NM_001204186;NM_001204187;NM_001204188;NM_005427;NM_001126240;NM_001126241;NM_001126242;NM_001204189;NM_001204190;NM_001204191;NM_001204192,TP73
chr1:3609276-3609439,NM_017818,WRAP73
chr1:36173458-36173573,NM_012199,EIF2C1
chr1:36173458-36173573,NM_014466,TEKT2
chr1:3634737-3634863,NM_001126240;NM_001126241;NM_001126242;NM_001204189;NM_001204190;NM_001204191,TP73
chr1:3634737-3634863,NM_017818,WRAP73
chr1:36428229-36428381,NM_012199,EIF2C1
chr1:36428229-36428381,NM_024852;NM_177422,EIF2C3
chr1:36428229-36428381,NM_017629,EIF2C4
chr1:36428229-36428381,NM_032017,STK40
chr1:36428229-36428381,NM_005119,THRAP3
chr1:36431149-36431388,NM_012199,EIF2C1
chr1:36431149-36431388,NM_024852;NM_177422,EIF2C3
chr1:36431149-36431388,NM_017629,EIF2C4
chr1:36431149-36431388,NM_032017,STK40
chr1:36616485-36616868,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36616485-36616868,NM_012199,EIF2C1
chr1:36616485-36616868,NM_024852;NM_177422,EIF2C3
chr1:36616485-36616868,NM_017629,EIF2C4
chr1:36616485-36616868,NM_018067,MAP7D1
chr1:36616485-36616868,NM_024676,SH3D21
chr1:36616485-36616868,NM_032017,STK40
chr1:36617554-36617914,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36617554-36617914,NM_012199,EIF2C1
chr1:36617554-36617914,NM_024852;NM_177422,EIF2C3
chr1:36617554-36617914,NM_017629,EIF2C4
chr1:36617554-36617914,NM_024676,SH3D21
chr1:36617554-36617914,NM_032017,STK40
chr1:36626561-36626969,NM_017825,ADPRHL2
chr1:36626561-36626969,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36626561-36626969,NM_012199,EIF2C1
chr1:36626561-36626969,NM_024852;NM_177422,EIF2C3
chr1:36626561-36626969,NM_017629,EIF2C4
chr1:36626561-36626969,NM_032881,LSM10
chr1:36626561-36626969,NM_018067,MAP7D1
chr1:36626561-36626969,NM_024676,SH3D21
chr1:36626561-36626969,NM_032017,STK40
chr1:36626561-36626969,NM_005119,THRAP3
chr1:36627717-36628369,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36627717-36628369,NM_012199,EIF2C1
chr1:36627717-36628369,NM_024852;NM_177422,EIF2C3
chr1:36627717-36628369,NM_017629,EIF2C4
chr1:36627717-36628369,NM_032881,LSM10
chr1:36627717-36628369,NM_018067,MAP7D1
chr1:36627717-36628369,NM_024676,SH3D21
chr1:36627717-36628369,NM_032017,STK40
chr1:36627717-36628369,NM_005119,THRAP3
chr1:36715455-36715834,NM_012199,EIF2C1
chr1:36715455-36715834,NM_024852;NM_177422,EIF2C3
chr1:36814630-36815106,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36814630-36815106,NM_012199,EIF2C1
chr1:36814630-36815106,NM_024852;NM_177422,EIF2C3
chr1:36814630-36815106,NM_018067,MAP7D1
chr1:36814630-36815106,NM_024676,SH3D21
chr1:36814630-36815106,NM_032017,STK40
chr1:36814630-36815106,NM_005119,THRAP3
chr1:36825493-36825742,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36825493-36825742,NM_012199,EIF2C1
chr1:36825493-36825742,NM_024852;NM_177422,EIF2C3
chr1:36825493-36825742,NM_018067,MAP7D1
chr1:36825493-36825742,NM_024676,SH3D21
chr1:36825493-36825742,NM_032017,STK40
chr1:36825493-36825742,NM_005119,THRAP3
chr1:36839449-36839891,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36839449-36839891,NM_012199,EIF2C1
chr1:36839449-36839891,NM_024852;NM_177422,EIF2C3
chr1:36839449-36839891,NM_032881,LSM10
chr1:36839449-36839891,NM_018067,MAP7D1
chr1:36839449-36839891,NM_024676,SH3D21
chr1:36839449-36839891,NM_032017,STK40
chr1:36839449-36839891,NM_005119,THRAP3
chr1:36840093-36840535,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36840093-36840535,NM_012199,EIF2C1
chr1:36840093-36840535,NM_024852;NM_177422,EIF2C3
chr1:36840093-36840535,NM_032881,LSM10
chr1:36840093-36840535,NM_018067,MAP7D1
chr1:36840093-36840535,NM_024676,SH3D21
chr1:36840093-36840535,NM_032017,STK40
chr1:36840093-36840535,NM_005119,THRAP3
chr1:36849527-36849580,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36849527-36849580,NM_024852;NM_177422,EIF2C3
chr1:36849527-36849580,NM_018067,MAP7D1
chr1:36849527-36849580,NM_024676,SH3D21
chr1:36849527-36849580,NM_032017,STK40
chr1:36849527-36849580,NM_005119,THRAP3
chr1:36866636-36866899,NM_032881,LSM10
chr1:36940419-36940497,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36952484-36952865,NM_000760;NM_156039;NM_172313,CSF3R
chr1:36952484-36952865,NM_032881,LSM10
chr1:36952484-36952865,NM_018067,MAP7D1
chr1:36952484-36952865,NM_024676,SH3D21
chr1:36952484-36952865,NM_032017,STK40
chr1:36952484-36952865,NM_005119,THRAP3
chr1:37169397-37169618,NM_000831,GRIK3
chr1:37169397-37169618,NM_145047;NM_206837,OSCP1
chr1:37195884-37196007,NM_145047;NM_206837,OSCP1
chr1:37235311-37235419,NM_145047;NM_206837,OSCP1
chr1:37784198-37784531,NM_001099439;NM_173641,EPHA10
chr1:37784198-37784531,NM_000831,GRIK3
chr1:37937293-37937526,NM_001142726;NM_198446,C1orf122
chr1:37937293-37937526,NM_005955,MTF1
chr1:37937293-37937526,NM_024640,YRDC
chr1:37937293-37937526,NM_025079,ZC3H12A
chr1:37942874-37943354,NM_005955,MTF1
chr1:37942874-37943354,NM_024700,SNIP1
chr1:37942874-37943354,NM_024640,YRDC
chr1:37942874-37943354,NM_025079,ZC3H12A
chr1:38009784-38010404,NM_005955,MTF1
chr1:38009784-38010404,NM_024700,SNIP1
chr1:38009784-38010404,NM_025079,ZC3H12A
chr1:38010731-38010979,NM_005955,MTF1
chr1:38010731-38010979,NM_025079,ZC3H12A
chr1:38285621-38285821,NM_005955,MTF1
chr1:38285621-38285821,NM_025079,ZC3H12A
chr1:38287158-38287399,NM_005955,MTF1
chr1:38287158-38287399,NM_024700,SNIP1
chr1:38287158-38287399,NM_024640,YRDC
chr1:38287158-38287399,NM_025079,ZC3H12A
chr1:38291277-38291502,NM_005955,MTF1
chr1:38291277-38291502,NM_024700,SNIP1
chr1:38291277-38291502,NM_024640,YRDC
chr1:38291277-38291502,NM_025079,ZC3H12A
chr1:38308355-38308564,NM_005955,MTF1
chr1:38308355-38308564,NM_024700,SNIP1
chr1:38308355-38308564,NM_025079,ZC3H12A
chr1:38311465-38311868,NM_005955,MTF1
chr1:38311465-38311868,NM_024700,SNIP1
chr1:38311465-38311868,NM_024640,YRDC
chr1:38311465-38311868,NM_025079,ZC3H12A
chr1:38312444-38312820,NM_005955,MTF1
chr1:38312444-38312820,NM_024700,SNIP1
chr1:38312444-38312820,NM_024640,YRDC
chr1:38312444-38312820,NM_025079,ZC3H12A
chr1:38317043-38317898,NM_005955,MTF1
chr1:38317043-38317898,NM_024700,SNIP1
chr1:38317043-38317898,NM_024640,YRDC
chr1:38317043-38317898,NM_025079,ZC3H12A
chr1:3844625-3844991,NM_014704,CEP104
chr1:3844625-3844991,NM_004402,DFFB
chr1:3844625-3844991,NM_001126240;NM_001126241;NM_001126242;NM_001204189;NM_001204190;NM_001204191,TP73
chr1:3844625-3844991,NM_017818,WRAP73
chr1:38465723-38465839,NM_004468,FHL3
chr1:38465723-38465839,NM_005955,MTF1
chr1:38573869-38574225,NM_001099439;NM_173641,EPHA10
chr1:38573869-38574225,NM_152496,MANEAL
chr1:38573869-38574225,NM_002699,POU3F1
chr1:38591881-38592061,NM_001142726;NM_198446,C1orf122
chr1:38591881-38592061,NM_002699,POU3F1
chr1:38958971-38959191,NM_001136275;NM_024595,AKIRIN1
chr1:39357087-39357474,NM_030772,GJA9
chr1:39357087-39357474,NM_012090,MACF1
chr1:39547903-39548129,NM_181809,BMP8A
chr1:39547903-39548129,NM_012090,MACF1
chr1:39552835-39552967,NM_012090,MACF1
chr1:39598673-39599090,NM_012090,MACF1
chr1:39633654-39634014,NM_181809,BMP8A
chr1:40006104-40006751,NM_001136493;NM_032793,MFSD2A
chr1:40006104-40006751,NM_001135653;NM_001135654;NM_003819,PABPC4
chr1:4004990-4005219,NM_001126240;NM_001126241;NM_001126242;NM_001204189;NM_001204190;NM_001204191,TP73
chr1:4004990-4005219,NM_017818,WRAP73
chr1:40081061-40081282,NM_181809,BMP8A
chr1:40245457-40245674,NM_014571,HEYL
chr1:40245457-40245674,NM_022120,OXCT2
chr1:40245457-40245674,NM_001008740,TMCO2
chr1:40283075-40283206,NM_001136493;NM_032793,MFSD2A
chr1:40283075-40283206,NM_001135653;NM_001135654;NM_003819,PABPC4
chr1:40283075-40283206,NM_012421,RLF
chr1:40331340-40331501,NM_001720,BMP8B
chr1:40331340-40331501,NM_001105530;NM_006367,CAP1
chr1:40331340-40331501,NM_001033081;NM_001033082;NM_005376,MYCL1
chr1:40331340-40331501,NM_001135653;NM_001135654;NM_003819,PABPC4
chr1:40331340-40331501,NM_001195007;NM_006112;NM_203456,PPIE
chr1:40331340-40331501,NM_000310;NM_001142604,PPT1
chr1:40331340-40331501,NM_012421,RLF
chr1:40331340-40331501,NM_017646,TRIT1
chr1:40331340-40331501,NM_005857,ZMPSTE24
chr1:40402545-40402801,NM_001720,BMP8B
chr1:40402545-40402801,NM_001105530;NM_006367,CAP1
chr1:40402545-40402801,NM_001136493;NM_032793,MFSD2A
chr1:40402545-40402801,NM_001195007;NM_006112;NM_203456,PPIE
chr1:40402545-40402801,NM_000310;NM_001142604,PPT1
chr1:40402545-40402801,NM_012421,RLF
chr1:40402545-40402801,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40402545-40402801,NM_017646,TRIT1
chr1:40402545-40402801,NM_005857,ZMPSTE24
chr1:40426190-40426638,NM_001136493;NM_032793,MFSD2A
chr1:40561233-40561752,NM_012421,RLF
chr1:40561233-40561752,NM_001198978,SMAP2
chr1:40805764-40805964,NM_012421,RLF
chr1:40805764-40805964,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40807940-40808076,NM_001136493;NM_032793,MFSD2A
chr1:40807940-40808076,NM_012421,RLF
chr1:40807940-40808076,NM_022733;NM_001198978,SMAP2
chr1:40841336-40841595,NM_012421,RLF
chr1:40841336-40841595,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40848967-40849502,NM_001136493;NM_032793,MFSD2A
chr1:40848967-40849502,NM_012421,RLF
chr1:40848967-40849502,NM_022733;NM_001198978;NM_001198979,SMAP2
chr1:40851431-40851768,NM_001105530;NM_006367,CAP1
chr1:40851431-40851768,NM_012421,RLF
chr1:40851431-40851768,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40860574-40860824,NM_001105530;NM_006367,CAP1
chr1:40860574-40860824,NM_001142587;NM_001142588;NM_001142589;NM_014223;NM_001142590,NFYC
chr1:40860574-40860824,NM_000310;NM_001142604,PPT1
chr1:40860574-40860824,NM_012421,RLF
chr1:40860574-40860824,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40866111-40866454,NM_012421,RLF
chr1:40866111-40866454,NM_022733;NM_001198978;NM_001198979;NM_001198980,SMAP2
chr1:40954031-40954187,NM_022774,DEM1
chr1:40954031-40954187,NM_152373,ZNF684
chr1:41005233-41005440,NM_012421,RLF
chr1:41116840-41117088,NM_014747,RIMS3
chr1:41120137-41120355,NM_014747,RIMS3
chr1:41164800-41165075,NM_133467,CITED4
chr1:41164800-41165075,NM_022774,DEM1
chr1:41164800-41165075,NM_001142587;NM_001142588;NM_001142589;NM_014223;NM_001142590,NFYC
chr1:41164800-41165075,NM_022733;NM_001198978;NM_001198979,SMAP2
chr1:41164800-41165075,NM_005857,ZMPSTE24
chr1:41164800-41165075,NM_198494,ZNF642
chr1:41164800-41165075,NM_152373,ZNF684
chr1:41178788-41178979,NM_133467,CITED4
chr1:41178788-41178979,NM_022774,DEM1
chr1:41178788-41178979,NM_001142587;NM_001142588;NM_001142589;NM_014223;NM_001142590,NFYC
chr1:41178788-41178979,NM_022733;NM_001198978,SMAP2
chr1:41178788-41178979,NM_005857,ZMPSTE24
chr1:41178788-41178979,NM_198494,ZNF642
chr1:41178788-41178979,NM_152373,ZNF684
chr1:41501908-41501999,NM_001172222,SCMH1
chr1:41633074-41633562,NM_001172222;NM_001031694;NM_001172218;NM_001172219;NM_001172220;NM_012236,SCMH1
chr1:41650800-41651168,NM_004700;NM_172163,KCNQ4
chr1:41650800-41651168,NM_001172222;NM_001031694;NM_001172218;NM_001172219;NM_001172220;NM_012236,SCMH1
chr1:41831444-41831806,NM_001172222,SCMH1
chr1:41885108-41885337,NM_001956,EDN2
chr1:41914594-41914877,NM_001127714;NM_024503,HIVEP3
chr1:41914594-41914877,NM_001172222;NM_001031694,SCMH1
chr1:41915297-41915638,NM_001127714;NM_024503,HIVEP3
chr1:41952015-41952273,NM_001956,EDN2
chr1:41981831-41982007,NM_001168247;NM_144990,SLFNL1
chr1:41994633-41994922,NM_001127714;NM_024503,HIVEP3
chr1:41994633-41994922,NM_001172222,SCMH1
chr1:42164712-42164909,NM_001127714;NM_024503,HIVEP3
chr1:42264501-42264609,NM_001127714;NM_024503,HIVEP3
chr1:42354251-42354647,NM_001127714;NM_024503,HIVEP3
chr1:42354251-42354647,NM_173642,RIMKLA
chr1:42385609-42385954,NM_001198851;NM_001198852;NM_014947,FOXJ3
chr1:42774668-42774801,NM_001080850,CCDC30
chr1:42774668-42774801,NM_001198851;NM_001198852;NM_014947,FOXJ3
chr1:42774668-42774801,NM_173642,RIMKLA
chr1:42774668-42774801,NM_001146192;NM_032257,ZMYND12
chr1:42934748-42935131,NM_001080850,CCDC30
chr1:42934748-42935131,NM_173642,RIMKLA
chr1:43063725-43064096,NM_001080850,CCDC30
chr1:43063725-43064096,NM_173642,RIMKLA
chr1:43400932-43401203,NM_001017922,ERMAP
chr1:43400932-43401203,NM_015284,SZT2
chr1:43402214-43402581,NM_001017922,ERMAP
chr1:43402214-43402581,NM_015284,SZT2
chr1:43402778-43403133,NM_001017922,ERMAP
chr1:43402778-43403133,NM_015284,SZT2
chr1:43405621-43405821,NM_199342,CCDC23
chr1:43405621-43405821,NM_001080850,CCDC30
chr1:43405621-43405821,NM_018538,ERMAP
chr1:43405621-43405821,NM_006516,SLC2A1
chr1:43405621-43405821,NM_015284,SZT2
chr1:43406108-43407009,NM_001017922,ERMAP
chr1:43406108-43407009,NM_015284,SZT2
chr1:43406108-43407009,NM_004559,YBX1
chr1:43407355-43407700,NM_001017922,ERMAP
chr1:43407355-43407700,NM_015284,SZT2
chr1:43407355-43407700,NM_004559,YBX1
chr1:43426742-43427095,NM_001123395;NM_001185117;NM_148960,CLDN19
chr1:43426742-43427095,NM_006516,SLC2A1
chr1:43428386-43429108,NM_199342,CCDC23
chr1:43428386-43429108,NM_001123395;NM_001185117;NM_148960,CLDN19
chr1:43428386-43429108,NM_018538,ERMAP
chr1:43428386-43429108,NM_006516,SLC2A1
chr1:43429290-43429917,NM_199342,CCDC23
chr1:43429290-43429917,NM_018538,ERMAP
chr1:43429290-43429917,NM_006516,SLC2A1
chr1:43432863-43433109,NM_001080850,CCDC30
chr1:43432863-43433109,NM_006516,SLC2A1
chr1:43471435-43471828,NM_006516,SLC2A1
chr1:43473183-43473398,NM_182517;NM_001164829,C1orf210
chr1:43473183-43473398,NM_006516,SLC2A1
chr1:43760174-43760222,NM_005424,TIE1
chr1:43884019-43884040,NM_005373,MPL
chr1:43884019-43884040,NM_006279;NM_174963;NM_174964;NM_174965;NM_174966;NM_174967;NM_174968;NM_174969;NM_174970;NM_174971,ST3GAL3
chr1:43884019-43884040,NM_015284,SZT2
chr1:43988888-43989038,NM_002840;NM_130440,PTPRF
chr1:43997843-43998152,NM_002840;NM_130440,PTPRF
chr1:44015731-44016125,NM_182517;NM_001164829,C1orf210
chr1:44015731-44016125,NM_152499,CCDC24
chr1:44015731-44016125,NM_002840;NM_130440,PTPRF
chr1:44015731-44016125,NM_001167965;NM_152498,WDR65
chr1:44150815-44151139,NM_014652,IPO13
chr1:44150815-44151139,NM_006934;NM_201649,SLC6A9
chr1:44150815-44151139,NM_006279;NM_174963;NM_174964;NM_174965;NM_174966;NM_174967;NM_174968;NM_174969;NM_174970;NM_174971,ST3GAL3
chr1:44176533-44177122,NM_001039457;NM_004047,ATP6V0B
chr1:44176533-44177122,NM_015284,SZT2
chr1:44232152-44232509,NM_014652,IPO13
chr1:44232152-44232509,NM_006934;NM_201649,SLC6A9
chr1:44232152-44232509,NM_006279;NM_174963;NM_174964;NM_174965;NM_174966;NM_174967;NM_174968;NM_174969;NM_174970;NM_174971,ST3GAL3
chr1:44240162-44240471,NM_001039457;NM_004047,ATP6V0B
chr1:44265188-44265345,NM_001255,CDC20
chr1:44265188-44265345,NM_014663,KDM4A
chr1:44265188-44265345,NM_052877;NM_201542,MED8
chr1:44265188-44265345,NM_006279;NM_174963;NM_174964;NM_174965;NM_174966;NM_174967;NM_174968;NM_174969;NM_174970;NM_174971,ST3GAL3
chr1:44265188-44265345,NM_015284,SZT2
chr1:44333703-44334024,NM_001039457;NM_004047,ATP6V0B
chr1:44333703-44334024,NM_015284,SZT2
chr1:44354357-44354471,NM_014652,IPO13
chr1:44354357-44354471,NM_014663,KDM4A
chr1:44354357-44354471,NM_006279;NM_174963;NM_174964;NM_174965;NM_174966;NM_174967;NM_174968;NM_174969;NM_174970;NM_174971,ST3GAL3
chr1:44354357-44354471,NM_015284,SZT2
chr1:44378405-44378587,NM_001136215;NM_057090;NM_057091,ARTN
chr1:44378405-44378587,NM_001005417,B4GALT2
chr1:44378405-44378587,NM_152499,CCDC24
chr1:44380893-44381202,NM_001136215;NM_057090;NM_057091,ARTN
chr1:44380893-44381202,NM_001005417,B4GALT2
chr1:44380893-44381202,NM_001024845,SLC6A9
chr1:44419838-44419961,NM_014652,IPO13
chr1:44419838-44419961,NM_018150,RNF220
chr1:44419838-44419961,NM_006934;NM_201649,SLC6A9
